,USER,CONTENT,DATE & TIME,COMMENTS,LIKES,LOCATION,YEAR,MONTH,DAY,TIME,YEARMONTH,Flag,temp
6924,宫保鸡丁糖醋里脊火锅黄焖鸡,🧡💙巴特罗之家米拉之家圣家堂 2西班牙·巴塞罗那 ​,2019年09月10日 17:59,评论 1, 8,西班牙·巴塞罗那,2019,09,10,17:59,201909,118,0.2222222222222222
6925,久伴JOJO,➰发一波存图➰2⃣️【巴塞罗那】“上帝大建筑师”安东尼·高迪的两大杰作——圣家堂和米拉之家✨无处不显示着这位天才的奇思妙想，亲身体验才明白了其中的震撼💫 2嘉兴 ​,2019年09月10日 16:51,评论 , 1,嘉兴,2019,09,10,16:51,201909,119,0.1897810218978102
6926,畅问旅游咨询,西班牙＋葡萄牙，１０晚１２天西班牙地道海鲜饭＋烤乳猪三道式＋百年老店蛋挞龙达，阿尔罕布拉宫，马德里皇宫，奎尔公园，圣家族大教堂，托莱多，塞戈维亚，弗拉门戈舞表演英宫百货商店＋LA ROCA VILLAGE购物村大陆的尽头，海洋的开始：罗卡角，名人和皇室的度假胜地：辛特拉世界文化遗产古城：托莱多，斗牛发源地，悬崖上的天空之城：龙达鲜花盛开的白色小镇：米哈斯，古罗马香飘万里的烤乳猪而闻名于世：塞戈维亚圣家族教堂＋奎尔公园＋米拉之家＋巴特略之家，追寻高迪作品马德里皇宫＋阿尔罕布拉宫详情扫二维码或者PM我唷 收起全文d,2019年09月10日 14:58,评论 , 1,,2019,09,10,14:58,201909,120,0.07028753993610223
6927,畅问旅游咨询,西班牙＋葡萄牙，９晚１１天世界文化遗产古城：托莱多，斗牛发源地，悬崖上的天空之城：龙达圣家族大教堂＋奎尔公园＋米拉之家＋巴特略之家，追寻高迪作品马德里皇宫＋阿尔罕布拉宫花园英宫百货商店详情扫二维码或者PM我唷 ​,2019年09月10日 14:54,评论 , 1,,2019,09,10,14:54,201909,121,0.14906832298136646
6930,马丽视觉,巴塞罗那，米拉之家奇妙的建筑风格…… ​,2019年09月10日 00:45,评论 , 1,,2019,09,10,00:45,201909,123,0.29333333333333333
6931,Norwich家门口,米拉之家rooftop / 远处的圣家堂 / 格拉西亚大道#巴塞罗那##西班牙旅行#旅行 2西班牙·米拉之家 ​,2019年09月09日 22:07,评论 1, 5,西班牙·米拉之家,2019,09,09,22:07,201909,124,0.19642857142857142
6932,会飞的李桑,把世界上最美的天台装进画框#米拉之家##巴塞罗那#巴塞罗那旅行西班牙旅行带着微博去西班牙高迪 ​,2019年09月09日 05:38,评论 1, ,,2019,09,09,05:38,201909,125,0.205607476635514
6933,票天地,巴塞罗纳和蒙图伊奇:当你从缆车(或者150路公交车)到达山顶时，你会发现这里有很多事值得做。你可以探索蒙特瑞克城堡(一座18世纪的大型堡垒)、花园、西班牙村庄和奥林匹克体育场。一定要去参观神奇的喷泉，欣赏五彩缤纷的水上表演。你可以饱览这座城市的全景;在这里看日落也很神奇。蒙特惠奇山的一些亮点:蒙太奇城堡-这是一个古老的城堡，现在是一个博物馆，以军事展览和关于城堡历史的信息为特色。周围的花园是一幅美丽的彩色拼贴画。Joan Miro基金会- Joan Miro是加泰罗尼亚最著名的艺术家之一。这个博物馆展出了这位超现实主义者的许多作品。加泰罗尼亚国家艺术博物馆-这个艺术博物馆收藏加泰罗尼亚艺术，特别是哥特式，文艺复兴和巴洛克作品。户外喷泉在周五和周六晚上7点到9点(10月到12月和2月到4月)和周四到周日晚上9点到11点半(5月到9月)有一场壮观的免费表演。Poble Espanyol(西班牙村庄)-西班牙村庄建于1929年，类似于一个实际的传统村庄，有117栋来自西班牙不同地区的建筑。有安达卢西亚区，卡米诺的一部分，修道院，等等。这里还有各种各样的工艺品和当代艺术展览。这是一个很好的家庭活动。 快通过Piaotiandi.cn链接购票吧。O网页链接#巴塞罗那# 2西班牙·巴塞罗那 #带着微博去巴塞罗那# #西班牙·巴塞罗那# #圣家堂# 圣家堂 2意大利·米拉之家(Casa Mila) #米拉之家# #巴特罗之家灵感# #巴特罗之家# #古埃尔公园# #诺坎普球场# #加泰罗尼亚音乐宫# #巴塞罗那随上随下观光巴士# #巴塞罗那城市观光票# #巴塞罗那卡Barcelona Card# #拉罗卡购物村# #高迪维森斯之家# #阿玛特耶之家# #高迪博物馆# #圣保罗现代主义建筑群# #西班牙村# #巴塞罗那水族馆# #蒙特惠奇山缆车# #巴塞罗那卡门酒吧Tablao de Carmen弗拉明戈表演#  #巴塞罗那超级乐趣博物馆# 收起全文d,2019年09月09日 05:37,评论 6, 13,西班牙·巴塞罗那意大利·米拉之家(Casa Mila),2019,09,09,05:37,201909,126,0.033783783783783786
6935,暗眠彼粒星,我妈今天在米拉之家丢了一顶帽子，可能在放映厅看幻灯片的时候摘下顺手放在长椅上，走的时候黑灯瞎火没看见就忘记了。等发现头顶一凉（？）的时候回去找，已经不见了。她坚持逆着人潮，在来时路上细细找了两遍，眼睛射出闪电般的机灵，还是一无所获。问了工作人员，人家说我们这失物招领处已经一礼拜没 ​,2019年09月09日 01:33,评论 , ,,2019,09,09,01:33,201909,127,0.07106598984771574
6936,徐丹Kelly,如果有一位建筑师有能力通过建筑创造出一个形状纷繁复杂和色彩五彩缤纷的新世界  那这个人只能是安东尼·高迪  这样一位富有创造力的天才  值得您去了解  欣赏他最著名的作品  比如神圣家族教堂  古埃尔公园  米拉之家  巴特略之家等等  在哪里  就在西班牙巴塞罗那 ​,2019年09月08日 20:16,评论 , 1,,2019,09,08,20:16,201909,163,0.10526315789473684
6938,gu小资,每日给早餐剪彩一样的，昨晚累的十点就睡了，然后早上四点半就醒了。现在每天早上用一杯香槟唤醒自己也是醉了。昨天下午圣家堂登塔然后奔米拉之家，米拉之家出来后奢侈品大街逛一圈，发现LV和不要钱一样的，人多的要死，Prada的这款蝴蝶包是不是很有设计感。LV的那款偶喜欢的木有蓝色的，只有几个丑得要死的，就是价格加退税14.5%比国内确实便宜了快5K。贝壳包木有有格纹包，价格加退税应该比国内便宜2K多。今天一天算是快走死了，临时派来救场的弟妹是暴走一派的，感觉确实压根不在一个频道，玩不到一起。每次都是偶要打车她要走路也是醉了，这不一早她又去奎尔公园暴走去了，那就是还是一个人的早餐。#巴塞罗那1882酒店##跟着微博去旅行# 2西班牙·巴塞罗那 收起全文d,2019年09月08日 14:15,评论 5, 3,西班牙·巴塞罗那,2019,09,08,14:15,201909,130,0.05774278215223097
6939,minoz_linghuang,李敏镐TheKing永远的君主#李敏镐世宗学堂宣传大使##正官庄 西班牙Day 4 米拉之家 聖家堂 #platja 午餐又是寶寶吃的韓式料理 🤭 晚餐也是寶寶同款餐 這兩天海鮮都吃怕啦 😞 來西班牙要不胖很難喔… 😅 ​,2019年09月08日 05:40,评论 2, 9,,2019,09,08,05:40,201909,131,0.17857142857142858
6942,感恩的心andme,巴塞罗那私人住宅成为一个城市的标志并不多见，米拉之家凭借建筑大师高迪的天马行空设计，不仅成为了巴塞罗那的地标，也被誉为二十世纪最重要的建筑之一。@海洛创意 2邢台 ​,2019年09月07日 21:47,评论 , ,邢台,2019,09,07,21:47,201909,132,0.2028985507246377
6943,IamIvyNing,在巴塞罗那意外订到了超棒的酒店，可以看到米拉之家，没忍住来跳了舞 ​,2019年09月07日 11:22,评论 34, 63,,2019,09,07,11:22,201909,133,0.2247191011235955
6944,Freya飞呀,马克一下 这家酒店微博订不到位 在米拉之家后面 300米处 。叫The One。太舒服了 ，位置超级棒！楼下各种奢品店 。离各种景点都近 我竟然忘了拍！！沐浴用品都是喜欢的味道！装拖鞋的袋子也好美！丝瓜搓澡的也好忘了拍啊 牙膏还是爱马仕那款！ ​,2019年09月07日 07:52,评论 , 20,,2019,09,07,07:52,201909,134,0.10112359550561797
6945,SakiAmRhein,"Hola, Espãna 🇪🇸@ Casa Milà#米拉之家##fujifilm# 2西班牙·巴塞罗那 ​",2019年09月07日 05:47,评论 2, 6,西班牙·巴塞罗那,2019,09,07,05:47,201909,135,0.14678899082568808
6946,_苗条的小肉肉,在米拉之家拍的照片花了€5买下来了然后被我忘在圣家堂了最近脑子一直不够用... 2西班牙 ​,2019年09月07日 05:13,评论 , 2,西班牙,2019,09,07,05:13,201909,136,0.13861386138613863
6947,恭崇惟志,#巴塞罗那##旅拍##米拉之家#2西班牙·巴塞罗那  米拉之家-生物形态主义建筑的先驱。大自然很多神奇的东西因浑然天成地相似于现实中的某个具体物品而被称为鬼斧神工。高迪的米拉之家则是其天才和创意灵感的伟大杰作之一。米拉之家不规则的外观和外星人的屋顶天台，巧夺天工，傲视全城，一样让人惊 ​,2019年09月07日 04:01,评论 , 1,西班牙·巴塞罗那,2019,09,07,04:01,201909,137,0.1407035175879397
6948,gu小资,今天下午就是骑着酒店的小车车来到了米拉之家，之前作为路痴还走错路。然后米拉之家里巴特罗之家真的超级近，一条大马路 经过几个奢饰品店，500米不到，自行车一路不用骑自动下行就到了，对面一个西班牙品牌Mango的巨幅广告标志，一看人那么多在排队就是了，哈哈。然后骑车一路街拍回到圣家堂然后回到酒店去天台游泳，然后正好赶上happy hour，结果也不知道是不是人品大爆发，又被送了一杯香槟，偶还以为大家都免费呢，告诉游泳池边的美女们酒水这会免费，一群人都跑去了，但最后貌似她们没被免费，搞得偶也特别不好意思。哈哈 2西班牙·巴塞罗那 收起全文d,2019年09月07日 01:53,评论 , 2,西班牙·巴塞罗那,2019,09,07,01:53,201909,138,0.043076923076923075
6951,恭崇惟志,#巴塞罗那##旅拍##巴塞罗那旅拍#旅拍 巴塞罗那Barcelona ，一如她的名字一样，风情万种。常年来自地中海海风的吹佛，摇曳起了她迷人的风姿。这是一座海港风情与艺术灵感交融并生的都市。海边沙滩连绵好远，松软起伏，海水碧蓝清澈。游客可以在这里尽情地拥抱阳光，沙滩，大海，放飞自己美丽的心情。船坞码头上挺泊的各种船艇满满当当，鳞次栉比的桅杆高高地向天际耸立，挺拔得像正在接受检阅的队列，致敬着五洲四海的游客。市区里以天才大师高迪先生为代表的圣家族大教堂，米拉之家等颠覆人类想象的宏篇巨著着实惊艳了这座地中海之城。这处处散发着艺术与创意的都市，一定会让你情不由衷走进她，以自己特有的方式，去找寻她更多的别有风采。9月的巴塞罗那，阳光正好，给你灿烂，给你微笑！ 2西班牙·巴塞罗那 收起全文d,2019年09月06日 12:23,评论 1, ,西班牙·巴塞罗那,2019,09,06,12:23,201909,139,0.06982543640897755
6952,猪肝面加一,据闻国外某阳台上惊现外星人，引来数百人围观！这标题取得我自己都笑死了😂😂😂【米拉之家狂想曲】#带着微博去旅行##西班牙##高迪##建筑##风景# @全球旅游攻略 ​,2019年09月06日 11:20,评论 , ,,2019,09,06,11:20,201909,140,0.13138686131386862
6953,-Dpl-,这篇献给最爱的高迪，在米拉之家屋顶看到圣家的时候哭的稀里哗啦，我没觉得自己特别懂艺术，但就是能让我这么忍不住。这次来西班牙一开始就只是为了去圣家，明天要化个精致的妆去见他。 2西班牙·米拉之家 ​,2019年09月06日 03:50,评论 3, 4,西班牙·米拉之家,2019,09,06,03:50,201909,141,0.11764705882352941
6954,欧洲旅游委员会,#世界旅游城市排行榜# #西班牙旅行# 据《世界旅游城市发展报告》（2019年），加泰罗尼亚首府巴塞罗那位列2019世界旅游城市发展排行榜综合排行前十名，并在城市智慧度单项上登顶。圣家堂、米拉之家、巴特罗之家、古埃尔公园、小巴塞罗那海滩、加泰罗尼亚音乐宫、西班牙广场、国家艺术博物馆、毕加索博物馆、诺坎普球场……除了这些耳熟能详的景点，你还向往着“高迪之城”的哪些地方呢？ 收起全文d,2019年09月05日 18:00,评论 4, 19,,2019,09,05,18:00,201909,142,0.16194331983805668
6955,兔美酱飞飞,在巴塞罗那租住的公寓和高迪的米拉之家 ​,2019年09月05日 16:11,评论 1, 1,,2019,09,05,16:11,201909,143,0.26666666666666666
6956,松软枫糖吐司,◆会报 vol.57◆松本润个人part松本潤の私的好奇心 いきあたりばったりVol.5 巴塞罗那正如Johnny's web上的连载『Enjoy』里所汇报的那样，松润去西班牙旅行了。这回的“いきあたりばったり”结合私下照片，将公开次旅行的全貌。而且…真的会被松润的好奇心和行动力所打动。3月末的时候去了一趟 ​,2019年09月05日 11:59,评论 , 25,,2019,09,05,11:59,201909,144,0.0947867298578199
6957,周慧芳1006,啊啥？什么舌，毛啥？//@潘沫洁:喜马拉雅中心，外观造型让我想到了西班牙的米拉之家，楼上三楼有美术馆，更是见到了喜马拉雅听书的实地中心。听，是一个很好的理念。我认为现代人正在透支我们的眼睛，每日被大小不一的视频，图片充实着视野，视力越来越差，屏幕越来越小，内心越来越浮躁……而我们,2019年09月05日 10:56,评论 , 1,,2019,09,05,10:56,201909,145,0.10256410256410256
6958,潘沫洁,喜马拉雅中心，外观造型让我想到了西班牙的米拉之家，楼上三楼有美术馆，更是见到了喜马拉雅听书的实地中心。听，是一个很好的理念。我认为现代人正在透支我们的眼睛，每日被大小不一的视频，图片充实着视野，视力越来越差，屏幕越来越小，内心越来越浮躁……而我们的耳朵却闲着，没有将职能发挥殆尽。听书，听新闻，听文章，听段子，甚至是听旅行………生活中多用用耳朵，没有什么不能听的，听了之后，还可以尝试着去讲，去说，，将自己的语言 天赋展露一下，感觉就是将来的趋势。有时候，做一名朗读者，读一首诗，一段自己的笔记，一段走心的旅程，让心沉浸。 2上海·喜马拉雅美术馆 收起全文d,2019年09月05日 10:56,评论 11, 269,上海·喜马拉雅美术馆,2019,09,05,10:56,201909,146,0.0658682634730539
6959,花BOSS,#最炫打卡地# 天才、鬼才高迪的米拉之家#带着微博去旅行# 2西班牙·巴塞罗那  查看图片,2019年09月02日 11:16,评论 , 1,西班牙·巴塞罗那,2019,09,02,11:16,201909,147,0.18
6960,TianjuHE,2西班牙·巴塞罗那#带着微博去巴塞罗那#旅游Day1：海边看日出—巴特罗之家—米拉之家—圣家堂—圣保罗十字医院Day2：圣心圣殿—坎普诺球场—波盖利亚市场 2法国 ​,2019年09月05日 06:34,评论 2, 5,西班牙·巴塞罗那法国,2019,09,05,06:34,201909,148,0.2014388489208633
6961,森的旅行日记,Sir Victor Holel！这次巴塞罗那下榻的设计师酒店，位置特别好，从窗户可以看到米拉之家。在感恩大街上，附近都是名品店，在booking上订的，每晚294欧。离米拉之家、巴特罗之家都很近。相较于老城区，这边安全很多。欧洲小偷多，注意不要露富，不要太土（太土会认为你带了很多现金）。四颗🌟推荐 ​,2019年09月05日 05:16,评论 , 1,,2019,09,05,05:16,201909,149,0.10628019323671498
6962,森的旅行日记,巴塞罗那又被称为“高迪之城”。城中有多处建筑设计怪才高迪的作品。我先选择参观米拉之家，因为离下榻的酒店很近，估计也就100米。快速通道门票22欧/人，进入之后会有中午讲解器给你。米拉之家又名“石头屋”，建于1906年～1912年之间，不规则的墙面和士兵造型的烟囱是它的标志，佩服高迪的天马行空 ​​​ 收起全文d,2019年09月05日 05:11,评论 , 3,,2019,09,05,05:11,201909,150,0.12322274881516587
6963,airunpoor_,在米拉之家喝了一杯立顿果茶💩 ​,2019年09月04日 23:48,评论 , ,,2019,09,04,23:48,201909,151,0.16901408450704225
6964,摄影师Aaronsky,#带着微博去旅行# 西班牙游记Part.6圣十字圣保罗医院+米拉之家+狮子与桑树之家+阿玛特耶之家 ​,2019年09月04日 22:08,评论 2, 20,,2019,09,04,22:08,201909,152,0.2830188679245283
6965,-姜珊--,圣家堂&米拉之家 ‘直线属于人类 曲线属于上帝’ 2西班牙·巴塞罗那 ​,2019年09月04日 20:08,评论 2, 1,西班牙·巴塞罗那,2019,09,04,20:08,201909,153,0.1978021978021978
6966,拜鸭教老大,一开始觉得米拉之家只是个长得奇形怪状的建筑，直到解说里说，这幢建筑没有承重墙，任意墙都可以拆除。任意房间的光都是窗户透进来的自然光。就觉得不明觉厉了 2西班牙·米拉之家 ​,2019年09月04日 19:06,评论 4, 2,西班牙·米拉之家,2019,09,04,19:06,201909,154,0.1276595744680851
6967,Shirley-一,安东尼奥•高迪何为“鬼才”圣家族大教堂米拉之家建筑设计#西班牙##游学#初度辰一 2西班牙·巴塞罗那 ​,2019年09月04日 13:41,评论 , ,西班牙·巴塞罗那,2019,09,04,13:41,201909,155,0.16363636363636364
6968,朦朦雨---,两牙行D10：到了巴塞罗那才发现来到了真正的艺术殿堂，这里是鬼才设计师高迪的故乡，随处可见他的作品，圣家族大教堂不用说了，奎尔公园、米拉之家、巴特罗公寓……高迪认为：“直线属于人类，而曲线才属于上帝 ”，于是他设计的建筑大都没有棱角，很难想象在一百多年前高迪能想到用这样曲线时尚的设计方式来建造房子🏠⛪️ 2西班牙·巴塞罗那 收起全文d,2019年09月04日 12:39,评论 , 4,西班牙·巴塞罗那,2019,09,04,12:39,201909,156,0.12556053811659193
6969,娜写小日子,2019.08.24/芽庄，大叻@疯狂的房子。前越南总统的女儿的作品，风格和高迪的米拉之家、巴洛克之家有异曲同工之妙。从很不起眼的门口检票进入，感觉像打开了潘多拉宝盒，移步换景，惊讶于里面的“别有洞天”！#娜小眼看世界# ​,2019年09月04日 09:42,评论 2, 1,,2019,09,04,09:42,201909,157,0.09580838323353294
6970,samesame_2001,米拉之家 西班牙伟大建筑师高迪的作品 值得细细品味这个未来之作… ​,2019年09月04日 03:16,评论 , 2,,2019,09,04,03:16,201909,158,0.1797752808988764
6971,潔KittyTong,巴特略之家 也是高弟的作品。是以海洋做主題， 外觀以為好細，入面四通八達，超多房間同超高～～米拉之家 也是高弟作品。。。 不過小朋友太累了， 我們只在外面打個卡就去食lunch 了～～ 2西班牙·巴塞罗那 ​,2019年09月04日 02:22,评论 , ,西班牙·巴塞罗那,2019,09,04,02:22,201909,159,0.11320754716981132
6972,黄小仙不仙-,圣家堂2026年会完工吗米拉之家到底有几个拱门 2西班牙·巴塞罗那 ​,2019年09月04日 00:36,评论 7, 6,西班牙·巴塞罗那,2019,09,04,00:36,201909,160,0.15555555555555556
6973,派大大大大大大忻,西班牙 米拉之家本人摄影技术巅峰之作#最炫打卡地# @英国报姐 ​,2019年09月03日 22:49,评论 , 4,,2019,09,03,22:49,201909,161,0.25
6974,黎明前的翻身,巴塞罗那，一座高迪的城市。高迪留给世界的7处遗产，有6处在巴塞罗那，米拉之家、巴特罗之家、奎尔公园、圣家堂，都已成为巴塞罗那这座城市的名片。高迪的伟大在于对自己理念和加泰罗尼亚文化的坚守，甚至是近乎疯狂的固执。一个城市久远的历史形成他的独特的文化，文化造就灵魂。历史与现实的因缘际会，便是方向和趋势。（向高迪致敬：“直线属于人类，曲线属于上帝”“创作源于回归自然”——高迪）回国了，失联13小时。 2西班牙·巴塞罗那 收起全文d,2019年09月03日 21:49,评论 , 1,西班牙·巴塞罗那,2019,09,03,21:49,201909,162,0.08921933085501858
6976,美少女LindaW,肥西肥西 米拉之家 可爱的西，西班牙旅行#带着微博去旅行#2西班牙·米拉之家 L美少女LindaW的微博视频 ​,2019年09月03日 09:53,评论 1, 7,西班牙·米拉之家,2019,09,03,09:53,201909,164,0.2857142857142857
6977,一颗柠檬咿咿呀呀,Antoni Gaudi _米拉之家/圣家堂/巴特略之家 2西班牙·巴塞罗那 ​,2019年09月03日 08:47,评论 , 3,西班牙·巴塞罗那,2019,09,03,08:47,201909,165,0.14736842105263157
6978,Miss_布莱克,📍Casa Milà 米拉之家 2西班牙·巴塞罗那 ​,2019年09月03日 06:53,评论 8, 6,西班牙·巴塞罗那,2019,09,03,06:53,201909,166,0.17073170731707318
6979,茹果的果园,#最炫打卡地#圣家堂正面与背面的雕刻，给人截然不同的观感，而站在塔端，更让人觉得，一步步走来，或苦难，或阴暗，只要向上都会有别样的开阔色彩。米拉之家的外星生物即视感，巴特罗之家的童话质感，能把想象变成生活的一部分，真好。 2西班牙·巴塞罗那 ​,2019年09月02日 23:37,评论 3, 1,西班牙·巴塞罗那,2019,09,02,23:37,201909,167,0.12429378531073447
6980,认识了你呢,西班牙圣家族大教堂，奎尔公园米拉之家，巴洛克之家争取下半年去一趟又是一个人的旅行 ​,2019年09月02日 21:04,评论 , ,,2019,09,02,21:04,201909,168,0.24742268041237114
6981,No-Doz,#西班牙#2西班牙·米拉之家 ​,2019年09月02日 18:34,评论 , 1,西班牙·米拉之家,2019,09,02,18:34,201909,169,0.28169014084507044
6984,野生面瘫,高迪的第一个民居作品，比起米拉之家更喜欢维森斯之家。每一扇小窗子都是一幅风景画，哪哪都充满了艺术细菌，喜欢喜欢 2西班牙·巴塞罗那 ​,2019年09月02日 02:27,评论 4, 5,西班牙·巴塞罗那,2019,09,02,02:27,201909,172,0.11475409836065574
6985,孟钰旋,昨晚睡觉从床上翻下来了，今天逛了圣家堂，米拉之家，博物馆没进去，中途和妈妈哥哥视频聊天，来着大姨妈走了好久也是厉害了 2西班牙·巴塞罗那 ​,2019年09月01日 23:02,评论 , ,西班牙·巴塞罗那,2019,09,01,23:02,201909,173,0.144
6986,旅行的玫瑰花,#旅行##旅行攻略#世界遗产之巴塞罗那米拉之家 最佳游玩时间为每年九月到十月 L旅行的玫瑰花的微博视频 ​,2019年09月01日 23:00,评论 , ,,2019,09,01,23:00,201909,174,0.5555555555555556
6987,环球旅行玩家,#旅行##旅行攻略#西班牙巴塞罗那地标建筑米拉之家 室内独特设计让人“目瞪口呆” L环球旅行玩家的微博视频 ​,2019年09月01日 14:06,评论 , 3,,2019,09,01,14:06,201909,175,1.0
6989,工的剖白,米拉之家 2西班牙·Casa Batlló ​,2019年08月31日 18:30,评论 , 3,西班牙·Casa Batlló,2019,08,31,18:30,201908,43,0.3793103448275862
6990,有故事的宣同学,巴特罗之家-圣家堂-米拉之家                                           —安东尼·高迪 2西班牙·巴塞罗那 ​,2019年08月31日 18:08,评论 , 2,西班牙·巴塞罗那,2019,08,31,18:08,201908,2,0.2702702702702703
6991,Hs绘素,「米拉之家」天台的音响里持续播放着采石场里轰隆的爆破音效，恍惚间像潮汐拍打海岸的响震，亦或是某种巨兽低沉地吐息。穿过沙丘与岩壁，投身洞窟一般的公寓內，即刻从现实里抽离，仿佛开启一段诡谲的奇旅，童趣与猎奇心是此时唯一的指引。 ​,2019年08月31日 14:14,评论 , ,,2019,08,31,14:14,201908,3,0.10810810810810811
6992,oO平静生活Oo,D7 米拉之家，巴特罗之家，加泰罗尼亚音乐宫(看了佛拉明戈) 2西班牙·巴塞罗那 ​,2019年08月31日 12:47,评论 , 3,西班牙·巴塞罗那,2019,08,31,12:47,201908,4,0.4935064935064935
6993,文创旅行,米拉之家是高迪设计的最后一处私人住所 富豪米拉先生特别欣赏高迪的为巴特罗设计的房子 所以自己也请了他设计他的米拉之家从外观看呈波浪形 整栋楼就像是波涛汹涌的海面 房屋顶上摆列的奇形怪状的烟囱和通风管道有人说是外星生物 是沙滩和海浪 甚至还有寄生虫巢穴 每一个人都有着不同的解释方式不得不提的是每一个人心中都有属于自己对米兰之家的雕塑的猜测吧就算是问高迪本人 我也一样也得不到一个真正正确的答案因为它本来就没有标准答案我想这就是——艺术 #西班牙旅行#2西班牙·巴塞罗那#巴塞罗那# @西班牙国家旅游局 @Eurail欧铁通票 via: @花泽Ocean via: @民宿旅行 via: @文创旅行 收起全文d,2019年08月31日 08:54,评论 , ,西班牙·巴塞罗那,2019,08,31,08:54,201908,58,0.08849557522123894
6994,塔古米古_868,#韩国成世界首个零出生率国家#经超经超 【巴塞罗那】西班牙第二大城市巴塞罗那是著名的高迪之城，高迪在巴塞罗那留下了古埃尔公园、米拉之家、巴特洛之家、圣家族教堂等18件建筑杰作。巴塞罗那完美地将古代文明和现代文明结合起来，像是一座艺术殿堂；巴萨球队主球场就在这里，这里也是球迷们的圣地。 ​,2019年08月31日 07:11,评论 , ,,2019,08,31,07:11,201908,182,0.11173184357541899
6996,非乐器小号,回看巴塞罗那高迪大师作品之～米拉之家 ​,2019年08月31日 01:38,评论 , ,,2019,08,31,01:38,201908,7,0.2545454545454545
6999,旅行的第一缕阳光,#旅行##旅行攻略#世界遗产之巴塞罗那米拉之家 最佳游玩时间为每年九月到十月 L旅行的第一缕阳光的微博视频 ​,2019年08月30日 20:00,评论 , ,,2019,08,30,20:00,201908,68,0.17777777777777778
7000,学科博客,发表了博文《当彩色瓷砖马赛克被高迪这样用在立面，竟洋气的不可思议！》安东尼奥·高迪西班牙著名建筑师，塑性流派的代表人物，他的作品大都属于现代主义的建筑风格，知名的作品有奎尔公园、米拉之家、巴特罗公寓、O当彩色瓷砖马赛克被高迪这样用在立面，竟洋气的不可思议！ ​,2019年08月30日 14:19,评论 , ,,2019,08,30,14:19,201908,9,0.12121212121212122
7002,kitty-蝎子座Scorpio,巴特罗之家～米拉之家～没有哪座城市会像巴塞罗那，因为一个人而变得熠熠生辉。 高迪说：大自然界是没有直线存在的，直线属于人类，而曲线才属于上帝。曲线在他的设计中是如此的自然，如此的和谐。 2西班牙·巴塞罗那 ​,2019年08月30日 06:46,评论 , 1,西班牙·巴塞罗那,2019,08,30,06:46,201908,10,0.2589928057553957
7003,Spring有春天,米拉之家夕阳下的石头屋太美太美美到忘记恐高（骗人的 依然怕） 2西班牙·米拉之家 ​,2019年08月30日 05:55,评论 5, 1,西班牙·米拉之家,2019,08,30,05:55,201908,11,0.2857142857142857
7004,PEN-CHANT,今日第二站，米拉之家，又是一处高迪建筑👣妖异的楼顶上还可以远眺圣家堂 2西班牙·巴塞罗那 ​,2019年08月30日 03:38,评论 , 1,西班牙·巴塞罗那,2019,08,30,03:38,201908,12,0.37037037037037035
7005,candy_cdd,米拉之家🗝巴特罗之家🗝圣家堂🗝古埃尔公园🗝高迪的作品真的amazing ✔️ 西班牙·巴塞罗那 ～斜眼。 ​,2019年08月30日 01:03,评论 , ,,2019,08,30,01:03,201908,187,0.42696629213483145
7006,努力的菠萝仔,#西班牙##西班牙旅游##自由行##攻略#        从伍迪艾伦的《午夜巴塞罗那》，林达的《西班牙旅行笔记》到接触高迪的建筑，行程前对西班牙充满了幻想和期待。 西班牙是个很适合独自旅行的国家，一来，浓厚的文化积淀，一人成行方可心无旁骛的细细体会。二来，有热情的板鸭人民，你永远不用担心旅途会孤单无趣。 正如他们总是慢半拍的用餐时间，西班牙人闲散的性情融入到生活的各个角落，商铺在周末之余会给自己安排一天额外的假期，正餐以外的tapas（西班牙小吃）受到钟爱，小小个吃不饱，似乎只是为了给满上一杯sangria找个好由头。       🍶 对待生活的美学贯穿城市的每个细节，且不说巴特罗公寓，米拉之家这些由高迪打造的艺术馆住宅，即便是街边普通的门窗，也一定会有颗配好色的植株在一旁点缀。每到一座城市我都拍摄下了自己喜欢的门窗，当组合在一起的时候，   💛 突然发现，原来城市的颜色和个性都写在了建筑上。  而最让人着迷的是这个国家的热情，不同于法国的浪漫，这种热情是炙热的，可以感染到每一个人。单眨一只眼是每个西班牙男孩向女孩打招呼的方式，buy you a drink是向你表示欢迎的开场白，好像在人群中把目光在他身上多停留一分，下一秒他就会向你走来。如果在酒馆突然有人邀请你跳舞，不要怀疑他们过于热情，是生活的常态。 收起全文d,2019年08月30日 00:49,评论 1, 1,,2019,08,30,00:49,201908,14,0.026578073089700997
7007,0708品牌定位设计公司,时装品牌Javier Simorra在成立40周年之际打造的旗舰店，门店位于巴塞罗那著名的格拉西亚大道，与高迪的标志性作品“米拉之家”（Casa Mila）隔街相望。门店的设计采用了与米拉之家的弧形立面相似的石灰石材料，店面的所有金属构件则以黑钢板构成，室内设计还融合了品牌惯用的胡桃木元素，使截然不同的材料在对比中产生共鸣。 收起全文d,2019年08月29日 21:19,评论 , ,,2019,08,29,21:19,201908,15,0.0784313725490196
7009,我想出去溜达,#旅行##旅行攻略#西班牙巴塞罗那地标建筑米拉之家 室内独特设计让人“目瞪口呆” L我想出去溜达的微博视频 ​,2019年08月29日 18:00,评论 , ,,2019,08,29,18:00,201908,73,0.15555555555555556
